snapshot_index,case_name,dataset_split,time_s,water_height_m,obstacle_height_m,obstacle_front_x_m,obstacle_width_m
23791,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.025,0.362932,0.055641,0.327867,0.024
23792,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.05,0.362932,0.055641,0.327867,0.024
23793,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.075,0.362932,0.055641,0.327867,0.024
23794,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.1,0.362932,0.055641,0.327867,0.024
23795,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.125,0.362932,0.055641,0.327867,0.024
23796,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.15,0.362932,0.055641,0.327867,0.024
23797,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.175,0.362932,0.055641,0.327867,0.024
23798,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.2,0.362932,0.055641,0.327867,0.024
23799,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.225,0.362932,0.055641,0.327867,0.024
23800,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.25,0.362932,0.055641,0.327867,0.024
23801,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.275,0.362932,0.055641,0.327867,0.024
23802,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.3,0.362932,0.055641,0.327867,0.024
23803,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.325,0.362932,0.055641,0.327867,0.024
23804,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.35,0.362932,0.055641,0.327867,0.024
23805,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.375,0.362932,0.055641,0.327867,0.024
23806,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.4,0.362932,0.055641,0.327867,0.024
23807,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.425,0.362932,0.055641,0.327867,0.024
23808,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.45,0.362932,0.055641,0.327867,0.024
23809,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.475,0.362932,0.055641,0.327867,0.024
23810,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.5,0.362932,0.055641,0.327867,0.024
23811,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.525,0.362932,0.055641,0.327867,0.024
23812,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.55,0.362932,0.055641,0.327867,0.024
23813,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.575,0.362932,0.055641,0.327867,0.024
23814,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.6,0.362932,0.055641,0.327867,0.024
23815,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.625,0.362932,0.055641,0.327867,0.024
23816,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.65,0.362932,0.055641,0.327867,0.024
23817,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.675,0.362932,0.055641,0.327867,0.024
23818,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.7,0.362932,0.055641,0.327867,0.024
23819,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.725,0.362932,0.055641,0.327867,0.024
23820,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.75,0.362932,0.055641,0.327867,0.024
23821,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.775,0.362932,0.055641,0.327867,0.024
23822,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.8,0.362932,0.055641,0.327867,0.024
23823,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.825,0.362932,0.055641,0.327867,0.024
23824,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.85,0.362932,0.055641,0.327867,0.024
23825,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.875,0.362932,0.055641,0.327867,0.024
23826,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.9,0.362932,0.055641,0.327867,0.024
23827,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.925,0.362932,0.055641,0.327867,0.024
23828,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.95,0.362932,0.055641,0.327867,0.024
23829,surrVal_048_H0363_obsH0056_x0328,validation_lhs,0.975,0.362932,0.055641,0.327867,0.024
23830,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.0,0.362932,0.055641,0.327867,0.024
23831,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.025,0.362932,0.055641,0.327867,0.024
23832,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.05,0.362932,0.055641,0.327867,0.024
23833,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.075,0.362932,0.055641,0.327867,0.024
23834,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.1,0.362932,0.055641,0.327867,0.024
23835,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.125,0.362932,0.055641,0.327867,0.024
23836,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.15,0.362932,0.055641,0.327867,0.024
23837,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.175,0.362932,0.055641,0.327867,0.024
23838,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.2,0.362932,0.055641,0.327867,0.024
23839,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.225,0.362932,0.055641,0.327867,0.024
23840,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.25,0.362932,0.055641,0.327867,0.024
23841,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.275,0.362932,0.055641,0.327867,0.024
23842,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.3,0.362932,0.055641,0.327867,0.024
23843,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.325,0.362932,0.055641,0.327867,0.024
23844,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.35,0.362932,0.055641,0.327867,0.024
23845,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.375,0.362932,0.055641,0.327867,0.024
23846,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.4,0.362932,0.055641,0.327867,0.024
23847,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.425,0.362932,0.055641,0.327867,0.024
23848,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.45,0.362932,0.055641,0.327867,0.024
23849,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.475,0.362932,0.055641,0.327867,0.024
23850,surrVal_048_H0363_obsH0056_x0328,validation_lhs,1.5,0.362932,0.055641,0.327867,0.024
23851,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.0,0.278138,0.032902,0.26015,0.024
23852,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.025,0.278138,0.032902,0.26015,0.024
23853,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.05,0.278138,0.032902,0.26015,0.024
23854,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.075,0.278138,0.032902,0.26015,0.024
23855,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.1,0.278138,0.032902,0.26015,0.024
23856,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.125,0.278138,0.032902,0.26015,0.024
23857,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.15,0.278138,0.032902,0.26015,0.024
23858,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.175,0.278138,0.032902,0.26015,0.024
23859,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.2,0.278138,0.032902,0.26015,0.024
23860,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.225,0.278138,0.032902,0.26015,0.024
23861,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.25,0.278138,0.032902,0.26015,0.024
23862,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.275,0.278138,0.032902,0.26015,0.024
23863,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.3,0.278138,0.032902,0.26015,0.024
23864,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.325,0.278138,0.032902,0.26015,0.024
23865,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.35,0.278138,0.032902,0.26015,0.024
23866,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.375,0.278138,0.032902,0.26015,0.024
23867,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.4,0.278138,0.032902,0.26015,0.024
23868,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.425,0.278138,0.032902,0.26015,0.024
23869,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.45,0.278138,0.032902,0.26015,0.024
23870,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.475,0.278138,0.032902,0.26015,0.024
23871,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.5,0.278138,0.032902,0.26015,0.024
23872,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.525,0.278138,0.032902,0.26015,0.024
23873,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.55,0.278138,0.032902,0.26015,0.024
23874,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.575,0.278138,0.032902,0.26015,0.024
23875,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.6,0.278138,0.032902,0.26015,0.024
23876,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.625,0.278138,0.032902,0.26015,0.024
23877,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.65,0.278138,0.032902,0.26015,0.024
23878,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.675,0.278138,0.032902,0.26015,0.024
23879,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.7,0.278138,0.032902,0.26015,0.024
23880,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.725,0.278138,0.032902,0.26015,0.024
23881,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.75,0.278138,0.032902,0.26015,0.024
23882,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.775,0.278138,0.032902,0.26015,0.024
23883,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.8,0.278138,0.032902,0.26015,0.024
23884,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.825,0.278138,0.032902,0.26015,0.024
23885,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.85,0.278138,0.032902,0.26015,0.024
23886,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.875,0.278138,0.032902,0.26015,0.024
23887,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.9,0.278138,0.032902,0.26015,0.024
23888,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.925,0.278138,0.032902,0.26015,0.024
23889,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.95,0.278138,0.032902,0.26015,0.024
23890,surrVal_049_H0278_obsH0033_x0260,validation_lhs,0.975,0.278138,0.032902,0.26015,0.024
23891,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.0,0.278138,0.032902,0.26015,0.024
23892,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.025,0.278138,0.032902,0.26015,0.024
23893,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.05,0.278138,0.032902,0.26015,0.024
23894,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.075,0.278138,0.032902,0.26015,0.024
23895,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.1,0.278138,0.032902,0.26015,0.024
23896,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.125,0.278138,0.032902,0.26015,0.024
23897,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.15,0.278138,0.032902,0.26015,0.024
23898,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.175,0.278138,0.032902,0.26015,0.024
23899,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.2,0.278138,0.032902,0.26015,0.024
23900,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.225,0.278138,0.032902,0.26015,0.024
23901,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.25,0.278138,0.032902,0.26015,0.024
23902,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.275,0.278138,0.032902,0.26015,0.024
23903,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.3,0.278138,0.032902,0.26015,0.024
23904,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.325,0.278138,0.032902,0.26015,0.024
23905,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.35,0.278138,0.032902,0.26015,0.024
23906,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.375,0.278138,0.032902,0.26015,0.024
23907,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.4,0.278138,0.032902,0.26015,0.024
23908,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.425,0.278138,0.032902,0.26015,0.024
23909,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.45,0.278138,0.032902,0.26015,0.024
23910,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.475,0.278138,0.032902,0.26015,0.024
23911,surrVal_049_H0278_obsH0033_x0260,validation_lhs,1.5,0.278138,0.032902,0.26015,0.024
23912,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.0,0.24984,0.050797,0.277452,0.024
23913,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.025,0.24984,0.050797,0.277452,0.024
23914,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.05,0.24984,0.050797,0.277452,0.024
23915,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.075,0.24984,0.050797,0.277452,0.024
23916,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.1,0.24984,0.050797,0.277452,0.024
23917,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.125,0.24984,0.050797,0.277452,0.024
23918,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.15,0.24984,0.050797,0.277452,0.024
23919,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.175,0.24984,0.050797,0.277452,0.024
23920,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.2,0.24984,0.050797,0.277452,0.024
23921,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.225,0.24984,0.050797,0.277452,0.024
23922,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.25,0.24984,0.050797,0.277452,0.024
23923,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.275,0.24984,0.050797,0.277452,0.024
23924,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.3,0.24984,0.050797,0.277452,0.024
23925,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.325,0.24984,0.050797,0.277452,0.024
23926,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.35,0.24984,0.050797,0.277452,0.024
23927,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.375,0.24984,0.050797,0.277452,0.024
23928,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.4,0.24984,0.050797,0.277452,0.024
23929,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.425,0.24984,0.050797,0.277452,0.024
23930,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.45,0.24984,0.050797,0.277452,0.024
23931,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.475,0.24984,0.050797,0.277452,0.024
23932,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.5,0.24984,0.050797,0.277452,0.024
23933,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.525,0.24984,0.050797,0.277452,0.024
23934,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.55,0.24984,0.050797,0.277452,0.024
23935,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.575,0.24984,0.050797,0.277452,0.024
23936,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.6,0.24984,0.050797,0.277452,0.024
23937,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.625,0.24984,0.050797,0.277452,0.024
23938,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.65,0.24984,0.050797,0.277452,0.024
23939,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.675,0.24984,0.050797,0.277452,0.024
23940,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.7,0.24984,0.050797,0.277452,0.024
23941,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.725,0.24984,0.050797,0.277452,0.024
23942,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.75,0.24984,0.050797,0.277452,0.024
23943,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.775,0.24984,0.050797,0.277452,0.024
23944,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.8,0.24984,0.050797,0.277452,0.024
23945,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.825,0.24984,0.050797,0.277452,0.024
23946,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.85,0.24984,0.050797,0.277452,0.024
23947,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.875,0.24984,0.050797,0.277452,0.024
23948,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.9,0.24984,0.050797,0.277452,0.024
23949,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.925,0.24984,0.050797,0.277452,0.024
23950,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.95,0.24984,0.050797,0.277452,0.024
23951,surrVal_050_H0250_obsH0051_x0277,validation_lhs,0.975,0.24984,0.050797,0.277452,0.024
23952,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.0,0.24984,0.050797,0.277452,0.024
23953,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.025,0.24984,0.050797,0.277452,0.024
23954,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.05,0.24984,0.050797,0.277452,0.024
23955,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.075,0.24984,0.050797,0.277452,0.024
23956,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.1,0.24984,0.050797,0.277452,0.024
23957,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.125,0.24984,0.050797,0.277452,0.024
23958,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.15,0.24984,0.050797,0.277452,0.024
23959,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.175,0.24984,0.050797,0.277452,0.024
23960,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.2,0.24984,0.050797,0.277452,0.024
23961,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.225,0.24984,0.050797,0.277452,0.024
23962,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.25,0.24984,0.050797,0.277452,0.024
23963,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.275,0.24984,0.050797,0.277452,0.024
23964,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.3,0.24984,0.050797,0.277452,0.024
23965,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.325,0.24984,0.050797,0.277452,0.024
23966,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.35,0.24984,0.050797,0.277452,0.024
23967,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.375,0.24984,0.050797,0.277452,0.024
23968,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.4,0.24984,0.050797,0.277452,0.024
23969,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.425,0.24984,0.050797,0.277452,0.024
23970,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.45,0.24984,0.050797,0.277452,0.024
23971,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.475,0.24984,0.050797,0.277452,0.024
23972,surrVal_050_H0250_obsH0051_x0277,validation_lhs,1.5,0.24984,0.050797,0.277452,0.024
23973,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.0,0.328306,0.058017,0.224967,0.024
23974,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.025,0.328306,0.058017,0.224967,0.024
23975,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.05,0.328306,0.058017,0.224967,0.024
23976,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.075,0.328306,0.058017,0.224967,0.024
23977,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.1,0.328306,0.058017,0.224967,0.024
23978,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.125,0.328306,0.058017,0.224967,0.024
23979,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.15,0.328306,0.058017,0.224967,0.024
23980,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.175,0.328306,0.058017,0.224967,0.024
23981,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.2,0.328306,0.058017,0.224967,0.024
23982,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.225,0.328306,0.058017,0.224967,0.024
23983,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.25,0.328306,0.058017,0.224967,0.024
23984,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.275,0.328306,0.058017,0.224967,0.024
23985,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.3,0.328306,0.058017,0.224967,0.024
23986,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.325,0.328306,0.058017,0.224967,0.024
23987,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.35,0.328306,0.058017,0.224967,0.024
23988,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.375,0.328306,0.058017,0.224967,0.024
23989,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.4,0.328306,0.058017,0.224967,0.024
23990,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.425,0.328306,0.058017,0.224967,0.024
23991,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.45,0.328306,0.058017,0.224967,0.024
23992,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.475,0.328306,0.058017,0.224967,0.024
23993,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.5,0.328306,0.058017,0.224967,0.024
23994,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.525,0.328306,0.058017,0.224967,0.024
23995,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.55,0.328306,0.058017,0.224967,0.024
23996,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.575,0.328306,0.058017,0.224967,0.024
23997,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.6,0.328306,0.058017,0.224967,0.024
23998,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.625,0.328306,0.058017,0.224967,0.024
23999,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.65,0.328306,0.058017,0.224967,0.024
24000,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.675,0.328306,0.058017,0.224967,0.024
24001,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.7,0.328306,0.058017,0.224967,0.024
24002,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.725,0.328306,0.058017,0.224967,0.024
24003,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.75,0.328306,0.058017,0.224967,0.024
24004,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.775,0.328306,0.058017,0.224967,0.024
24005,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.8,0.328306,0.058017,0.224967,0.024
24006,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.825,0.328306,0.058017,0.224967,0.024
24007,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.85,0.328306,0.058017,0.224967,0.024
24008,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.875,0.328306,0.058017,0.224967,0.024
24009,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.9,0.328306,0.058017,0.224967,0.024
24010,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.925,0.328306,0.058017,0.224967,0.024
24011,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.95,0.328306,0.058017,0.224967,0.024
24012,surrVal_051_H0328_obsH0058_x0225,validation_lhs,0.975,0.328306,0.058017,0.224967,0.024
24013,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.0,0.328306,0.058017,0.224967,0.024
24014,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.025,0.328306,0.058017,0.224967,0.024
24015,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.05,0.328306,0.058017,0.224967,0.024
24016,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.075,0.328306,0.058017,0.224967,0.024
24017,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.1,0.328306,0.058017,0.224967,0.024
24018,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.125,0.328306,0.058017,0.224967,0.024
24019,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.15,0.328306,0.058017,0.224967,0.024
24020,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.175,0.328306,0.058017,0.224967,0.024
24021,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.2,0.328306,0.058017,0.224967,0.024
24022,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.225,0.328306,0.058017,0.224967,0.024
24023,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.25,0.328306,0.058017,0.224967,0.024
24024,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.275,0.328306,0.058017,0.224967,0.024
24025,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.3,0.328306,0.058017,0.224967,0.024
24026,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.325,0.328306,0.058017,0.224967,0.024
24027,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.35,0.328306,0.058017,0.224967,0.024
24028,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.375,0.328306,0.058017,0.224967,0.024
24029,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.4,0.328306,0.058017,0.224967,0.024
24030,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.425,0.328306,0.058017,0.224967,0.024
24031,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.45,0.328306,0.058017,0.224967,0.024
24032,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.475,0.328306,0.058017,0.224967,0.024
24033,surrVal_051_H0328_obsH0058_x0225,validation_lhs,1.5,0.328306,0.058017,0.224967,0.024
24034,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.0,0.283072,0.041194,0.315574,0.024
24035,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.025,0.283072,0.041194,0.315574,0.024
24036,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.05,0.283072,0.041194,0.315574,0.024
24037,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.075,0.283072,0.041194,0.315574,0.024
24038,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.1,0.283072,0.041194,0.315574,0.024
24039,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.125,0.283072,0.041194,0.315574,0.024
24040,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.15,0.283072,0.041194,0.315574,0.024
24041,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.175,0.283072,0.041194,0.315574,0.024
24042,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.2,0.283072,0.041194,0.315574,0.024
24043,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.225,0.283072,0.041194,0.315574,0.024
24044,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.25,0.283072,0.041194,0.315574,0.024
24045,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.275,0.283072,0.041194,0.315574,0.024
24046,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.3,0.283072,0.041194,0.315574,0.024
24047,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.325,0.283072,0.041194,0.315574,0.024
24048,surrVal_052_H0283_obsH0041_x0316,validation_lhs,0.35,0.283072,0.041194,0.315574,0.024
